R' U' R U' R' U2 R U R U2 R' U' R U' R'  (15f*) 
U R' U2 R U R U2 R2 U R U' R U R2 U2 R U R U2 R' U  (21f) 
U' R2 U' R2 U2 R' U2 R' U' R' U2 R' U R U2 R2 U2 R' U R' U  (21f) 
U' R2 U' R U2 R2 U' R' U' R U R' U' R' U' R2 U2 R2 U R' U  (21f) 
U R2 U' R U2 R U R U' R U' R2 U2 R' U R U' R U R' U  (21f) 
U' R2 U' R U R U' R U' R' U' R' U R' U' R2 U R U R' U  (21f) 
U' R2 U R U R U' R U' R' U' R U R' U' R2 U R U R' U  (21f) 
U R U' R' U' R2 U R U' R' U R U R' U R' U' R' U' R2 U  (21f) 
U' R2 U' R U2 R U2 R2 U2 R' U' R' U' R U2 R2 U' R' U' R2 U  (21f) 
U' R2 U R' U2 R' U' R' U2 R' U2 R U R' U2 R2 U2 R' U' R2 U  (21f) 
U' R' U R' U2 R2 U2 R U R' U2 R' U' R' U2 R' U2 R2 U' R2 U  (21f) 
U2 R2 U2 R' U R U' R U R2 U' R' U' R2 U R U' R U' R2 U  (21f) 
U' R' U R2 U2 R2 U' R' U' R' U R U' R' U' R2 U2 R U' R2 U  (21f) 
U' R2 U' R' U' R2 U2 R U' R' U' R' U2 R2 U2 R U2 R U' R2 U  (21f) 
U R' U R U' R U R' U2 R2 U' R U' R U R U2 R U' R2 U  (21f) 
U R2 U R U2 R2 U2 R U' R' U2 R U2 R U R U2 R U' R2 U  (21f) 
U2 R' U' R' U' R U R U R' U R' U' R' U' R U R U' R2 U  (21f) 
U' R' U R U R2 U' R' U R' U' R' U' R U' R U R U' R2 U  (21f) 
U2 R' U' R' U' R' U R U R' U R' U' R' U R U R U' R2 U  (21f) 
U R U2 R' U' R U' R U R2 U R U2 R' U R U R U' R2 U  (21f) 
U2 R2 U' R U' R' U' R2 U' R U R' U R2 U2 R2 U' R' U2 R2 U  (21f) 
U2 R' U R U R' U' R U R' U R U' R2 U' R U' R' U2 R2 U  (21f) 
U2 R2 U R2 U2 R2 U R' U R U' R2 U' R' U' R U R' U2 R2 U  (21f) 
U2 R2 U' R2 U2 R2 U' R U' R' U R2 U R U R' U' R U2 R2 U  (21f) 
U2 R U' R' U' R U R' U' R U' R' U R2 U R' U R U2 R2 U  (21f) 
U2 R2 U R' U R U R2 U R' U' R U' R2 U2 R2 U R U2 R2 U  (21f) 
U' R' U2 R U R' U R' U' R2 U' R' U2 R U' R' U' R' U R2 U  (21f) 
U2 R U R U R U' R' U' R U' R U R U' R' U' R' U R2 U  (21f) 
U R U' R' U' R2 U R U' R U R U R' U R' U' R' U R2 U  (21f) 
U2 R U R U R' U' R' U' R U' R U R U R' U' R' U R2 U  (21f) 
U' R2 U' R' U2 R2 U2 R' U R U2 R' U2 R' U' R' U2 R' U R2 U  (21f) 
U' R U' R' U R' U' R U2 R2 U R' U R' U' R' U2 R' U R2 U  (21f) 
U R2 U R U R2 U2 R' U R U R U2 R2 U2 R' U2 R' U R2 U  (21f) 
U R U' R2 U2 R2 U R U R U' R' U R U R2 U2 R' U R2 U  (21f) 
U2 R2 U2 R U' R' U R' U' R2 U R U R2 U' R' U R' U R2 U  (21f) 
U R U' R U2 R2 U2 R' U' R U2 R U R U2 R U2 R2 U R2 U  (21f) 
U R2 U' R U2 R U R U2 R U2 R' U' R U2 R2 U2 R U R2 U  (21f) 
U R2 U R' U2 R' U2 R2 U2 R U R U R' U2 R2 U R U R2 U  (21f) 
U' R' U R U R2 U' R' U R U' R' U' R U' R U R U R2 U  (21f) 
U R2 U' R' U' R' U R' U R U R' U' R U R2 U' R' U' R U  (21f) 
U R2 U R' U' R' U R' U R U R U' R U R2 U' R' U' R U  (21f) 
U' R2 U R' U2 R' U' R' U R' U R2 U2 R U' R' U R' U' R U  (21f) 
U R2 U R' U2 R2 U R U R' U' R U R U R2 U2 R2 U' R U  (21f) 
U R2 U R2 U2 R U2 R U R U2 R U' R' U2 R2 U2 R U' R U  (21f) 
U' R U2 R' U' R' U2 R2 U' R' U R' U' R2 U2 R' U' R' U2 R U  (21f) 
U2 R' U' R' U' R U' R' U R' U' R2 U R U R2 U' R' U2 R U  (21f) 
U R2 U' R U R U R' U2 R U R2 U R U' R U' R' U2 R U  (21f) 
U R U R U2 R U2 R U2 R2 U R' U2 R' U R U R' U2 R U  (21f) 
U R' U2 R2 U R' U' R' U R U R2 U R2 U' R' U' R2 U2 R U  (21f) 
U' R' U2 R2 U R U R2 U' R2 U' R' U' R U R U' R2 U2 R U  (21f) 
U' R' U' R U' R U2 R U R' U2 R' U2 R U' R' U2 R2 U2 R U  (21f) 
U R U R' U' R' U2 R' U R U' R' U2 R2 U2 R2 U2 R2 U2 R U  (21f) 
U R U R' U' R U2 R2 U' R2 U R U R U R2 U2 R U2 R U  (21f) 
U R U2 R2 U2 R2 U2 R2 U2 R' U' R U R' U2 R' U' R' U R U  (21f) 
U R U2 R U2 R2 U R U R U R2 U' R2 U2 R U' R' U R U  (21f) 
U R' U2 R2 U2 R U R' U2 R U2 R U' R' U2 R' U R' U R U  (21f) 
U R U2 R' U R U R' U2 R' U R2 U2 R U2 R U2 R U R U  (21f) 
U2 R' U2 R' U' R2 U' R U R' U R2 U2 R2 U' R' U R U R U  (21f) 
U2 R U R2 U2 R U R U R2 U2 R2 U' R U' R' U R U R U  (21f) 
R U R U' R2 U' R2 U' R U R U R' U' R' U' R' U' R' U' R'  (21f) 
R' U' R2 U' R2 U R' U' R' U' R U R U' R' U' R' U' R' U' R'  (21f) 
R2 U R' U R' U2 R' U2 R U2 R2 U' R2 U R U' R' U' R' U' R'  (21f) 
R2 U R2 U2 R' U2 R U2 R U' R U' R2 U R U' R' U' R' U' R'  (21f) 
R' U' R' U' R' U R U R' U2 R U2 R' U R U R' U' R' U' R'  (21f) 
R' U2 R' U' R2 U2 R' U' R U2 R2 U R U' R2 U2 R2 U' R' U' R'  (21f) 
R U R' U' R2 U2 R U' R' U R2 U2 R' U' R U R U' R' U' R'  (21f) 
R U R' U' R2 U R' U' R' U R U2 R2 U' R U R' U2 R' U' R'  (21f) 
R' U2 R' U' R2 U2 R U' R U R2 U R2 U R' U2 R2 U2 R' U' R'  (21f) 
R2 U R U2 R' U' R' U2 R U R2 U2 R U R' U R U2 R' U' R'  (21f) 
R U R U R2 U2 R U' R' U2 R2 U R U R U' R' U R' U' R'  (21f) 
R U R' U R U' R U' R' U2 R' U' R U' R' U' R2 U R' U' R'  (21f) 
R U2 R2 U R U R U2 R' U' R' U2 R U' R2 U' R2 U R' U' R'  (21f) 
R2 U R' U2 R2 U2 R U' R' U' R2 U2 R U' R2 U' R2 U R' U' R'  (21f) 
R U' R' U' R' U2 R U R U R2 U R U' R2 U' R2 U R' U' R'  (21f) 
R' U R U' R U R U R2 U' R' U R' U2 R2 U' R2 U R' U' R'  (21f) 
R U R U R' U R U R U R' U' R' U R2 U' R2 U R' U' R'  (21f) 
R2 U2 R' U' R2 U' R' U' R U R2 U2 R U' R U R2 U R' U' R'  (21f) 
R2 U' R U' R' U' R2 U' R2 U R U R' U R2 U' R U R' U' R'  (21f) 
R' U2 R2 U2 R2 U R2 U' R U' R2 U' R U' R2 U2 R U R' U' R'  (21f) 
R' U' R U' R' U R' U' R' U' R2 U R U R' U2 R2 U' R2 U' R'  (21f) 
R' U' R2 U R U R2 U' R' U' R' U R' U' R2 U2 R2 U' R2 U' R'  (21f) 
R' U' R' U' R' U' R' U' R U R U' R' U' R' U R2 U' R2 U' R'  (21f) 
R' U' R U' R' U R2 U R' U' R' U2 R U R U R2 U' R2 U' R'  (21f) 
R' U R U R U2 R U2 R2 U2 R U R' U2 R2 U2 R U' R2 U' R'  (21f) 
R' U' R2 U R2 U2 R2 U' R' U R' U' R' U' R2 U R U' R2 U' R'  (21f) 
R' U' R2 U R U' R' U' R2 U R U R' U' R' U' R' U2 R2 U' R'  (21f) 
R U' R2 U' R U' R' U2 R U R U2 R2 U' R U' R' U2 R2 U' R'  (21f) 
R U2 R' U' R' U2 R U R' U R2 U R2 U' R U' R' U2 R2 U' R'  (21f) 
R' U R2 U R' U' R U' R' U2 R2 U' R' U R2 U R' U2 R2 U' R'  (21f) 
R' U R2 U' R2 U R U R2 U2 R' U R U R2 U R' U R2 U' R'  (21f) 
R' U' R U' R' U' R2 U' R' U' R' U2 R U R U' R2 U R2 U' R'  (21f) 
R' U' R2 U' R U R2 U' R' U' R' U R' U' R2 U2 R2 U R2 U' R'  (21f) 
R' U' R U R U R U' R' U' R' U' R U' R' U R2 U R2 U' R'  (21f) 
R' U' R2 U2 R' U' R' U' R' U R U R2 U' R' U' R U R2 U' R'  (21f) 
R' U' R2 U' R2 U2 R2 U' R' U R' U' R' U' R2 U R U R2 U' R'  (21f) 
R' U' R U' R' U' R2 U2 R U' R' U' R2 U R U R U R2 U' R'  (21f) 
R' U' R2 U R2 U' R U R U2 R' U' R' U' R2 U' R' U' R U' R'  (21f) 
R' U' R2 U R U R U R2 U' R' U' R U2 R2 U' R' U' R U' R'  (21f) 
R' U2 R2 U R2 U R2 U' R' U R U2 R' U' R U2 R' U' R U' R'  (21f) 
R' U R' U2 R U2 R U R' U2 R' U2 R2 U R U2 R' U' R U' R'  (21f) 
R' U' R2 U' R2 U2 R' U R U R2 U' R' U' R' U R' U' R U' R'  (21f) 
R' U' R2 U' R2 U R U R U2 R' U' R' U R2 U R' U' R U' R'  (21f) 
R U2 R U' R' U' R2 U R U R' U R2 U R2 U R' U' R U' R'  (21f) 
R' U' R U R U2 R' U' R' U' R2 U R2 U R2 U R' U' R U' R'  (21f) 
R2 U R U R2 U' R' U' R U2 R2 U R2 U R2 U R' U' R U' R'  (21f) 
R' U' R U2 R2 U R U2 R U R U2 R' U R2 U' R2 U' R U' R'  (21f) 
R U R' U' R2 U' R U' R' U' R U R U R' U R2 U' R U' R'  (21f) 
R U R2 U' R2 U2 R' U' R' U2 R U R U2 R2 U R U' R U' R'  (21f) 
R2 U R U' R2 U2 R U R U R U R2 U' R U' R2 U2 R U' R'  (21f) 
R' U' R U' R2 U' R2 U R' U2 R U R U2 R U R2 U2 R U' R'  (21f) 
R' U2 R' U R' U2 R U2 R' U2 R' U R U2 R2 U R' U R U' R'  (21f) 
R' U' R U' R' U R2 U R2 U R2 U' R' U' R' U2 R U R U' R'  (21f) 
R U2 R' U R' U2 R' U2 R U' R U' R2 U' R' U R U R U' R'  (21f) 
R U R U' R2 U' R2 U R' U' R' U' R' U' R U R U R U' R'  (21f) 
R' U' R2 U R2 U R' U' R U' R' U' R' U' R U R U R U' R'  (21f) 
R2 U' R U R' U2 R U2 R' U R U' R2 U R' U2 R' U' R' U2 R'  (21f) 
R' U' R' U' R2 U2 R2 U' R U R2 U2 R U' R' U2 R2 U' R' U2 R'  (21f) 
R' U' R' U2 R2 U2 R' U R2 U R2 U R U' R U2 R2 U' R' U2 R'  (21f) 
R2 U' R' U2 R' U' R' U R U' R2 U' R2 U R' U' R' U2 R' U2 R'  (21f) 
R2 U' R' U2 R' U' R U' R2 U R2 U R' U' R U' R' U2 R' U2 R'  (21f) 
R2 U2 R' U' R U2 R U R2 U R2 U' R U2 R U R' U2 R' U2 R'  (21f) 
R' U' R U R' U R2 U2 R U R' U2 R' U2 R U2 R' U R' U2 R'  (21f) 
R U2 R2 U2 R U2 R U R' U R U' R2 U2 R' U' R2 U R' U2 R'  (21f) 
R' U2 R2 U' R U' R2 U' R2 U R2 U2 R2 U' R2 U' R' U' R2 U2 R'  (21f) 
R' U2 R2 U2 R2 U' R2 U R2 U R' U R2 U' R2 U' R' U' R2 U2 R'  (21f) 
R2 U' R' U2 R' U' R2 U2 R' U' R U' R' U R2 U R2 U' R2 U2 R'  (21f) 
R' U2 R2 U' R' U' R2 U' R2 U2 R2 U R2 U' R2 U' R U' R2 U2 R'  (21f) 
R' U2 R2 U' R' U' R2 U' R2 U R' U R2 U R2 U' R2 U2 R2 U2 R'  (21f) 
R U R2 U R2 U2 R U R' U' R U R U2 R U' R2 U2 R2 U2 R'  (21f) 
R' U' R' U R U2 R2 U' R U' R2 U' R U' R2 U R2 U2 R2 U2 R'  (21f) 
R' U2 R U2 R' U2 R U' R' U2 R2 U R U' R' U R U2 R2 U2 R'  (21f) 
R' U' R U' R' U2 R U' R' U2 R U R' U' R2 U R2 U R2 U2 R'  (21f) 
R' U2 R U2 R U2 R2 U' R2 U' R2 U R U2 R U R2 U R2 U2 R'  (21f) 
R U2 R' U R' U' R U' R2 U R' U' R2 U R' U R U' R U2 R'  (21f) 
R' U2 R2 U2 R U R' U' R U R2 U2 R' U' R U2 R' U2 R U2 R'  (21f) 
R' U2 R2 U R2 U R U2 R U R2 U' R2 U' R2 U2 R U2 R U2 R'  (21f) 
R' U2 R U2 R U2 R U' R' U' R' U' R' U' R U2 R U2 R U2 R'  (21f) 
R' U R2 U R U R' U2 R2 U R U2 R U2 R U' R' U R U2 R'  (21f) 
R2 U2 R' U2 R' U R' U' R U' R' U' R U' R U R2 U' R' U R'  (21f) 
R' U' R U' R' U2 R U R2 U2 R' U2 R' U R U2 R U2 R' U R'  (21f) 
R' U' R2 U R' U R2 U R U R' U2 R2 U R U R2 U' R2 U R'  (21f) 
R2 U2 R U R U2 R U R' U' R2 U2 R' U R' U R2 U2 R2 U R'  (21f) 
R2 U R2 U R' U R2 U R U' R' U' R U' R' U2 R U2 R2 U R'  (21f) 
R U2 R2 U R2 U' R U' R' U R2 U' R U2 R' U' R' U R2 U R'  (21f) 
R U' R2 U' R U' R' U R2 U R U2 R U2 R2 U' R' U R2 U R'  (21f) 
R' U' R2 U2 R' U R2 U R' U' R2 U2 R' U' R U' R' U R2 U R'  (21f) 
R2 U' R' U R2 U' R U' R U R' U' R U' R2 U2 R2 U R2 U R'  (21f) 
R' U2 R U R' U' R U2 R U2 R U R2 U2 R' U R U R2 U R'  (21f) 
R' U' R' U R2 U' R2 U2 R' U R' U' R2 U R U R U' R U R'  (21f) 
R U R2 U' R2 U2 R U2 R' U' R2 U2 R' U R' U2 R' U2 R U R'  (21f) 
R2 U R2 U' R U R U' R2 U' R U' R' U R2 U R2 U2 R U R'  (21f) 
R U2 R' U2 R2 U' R' U2 R' U' R2 U2 R U R2 U' R U2 R U R'  (21f) 
R U' R' U R' U2 R U R U' R2 U R2 U' R2 U2 R U2 R U R'  (21f) 
R' U' R2 U' R U2 R2 U2 R' U R U2 R2 U2 R U2 R U R U R'  (21f) 
R2 U' R U R' U2 R' U2 R' U R U' R' U2 R' U' R' U2 R' U' R2  (21f) 
R' U2 R' U2 R' U' R' U R2 U' R2 U' R U R' U' R' U2 R' U' R2  (21f) 
R' U2 R2 U' R2 U R2 U R' U' R U' R' U2 R2 U' R' U2 R' U' R2  (21f) 
R' U2 R' U2 R' U' R U' R' U R2 U R2 U' R U' R' U2 R' U' R2  (21f) 
R' U R2 U R2 U2 R2 U' R U' R' U R U' R U' R2 U R' U' R2  (21f) 
R2 U R U R U2 R' U2 R U2 R U' R' U' R2 U2 R2 U R' U' R2  (21f) 
R2 U R2 U' R U2 R U' R2 U' R2 U R U2 R2 U R U R' U' R2  (21f) 
R U2 R2 U2 R2 U R2 U' R2 U' R U R' U2 R2 U' R' U' R2 U' R2  (21f) 
R U R2 U R2 U R2 U' R U' R U R' U2 R2 U2 R U' R2 U' R2  (21f) 
R2 U2 R U2 R' U R U2 R' U' R2 U R2 U' R U R U' R2 U' R2  (21f) 
R' U' R' U R U' R2 U R' U R U R2 U' R2 U' R' U' R U' R2  (21f) 
R2 U2 R2 U' R2 U' R' U R' U R U' R' U2 R2 U2 R' U' R U' R2  (21f) 
R U' R2 U R2 U2 R U2 R' U' R U' R U' R' U2 R U' R U' R2  (21f) 
R U2 R2 U' R' U2 R' U' R2 U2 R' U2 R U R' U R U2 R U' R2  (21f) 
R2 U' R' U2 R' U' R' U2 R' U' R U R' U2 R' U2 R' U R U' R2  (21f) 
R2 U' R U R' U2 R U' R2 U' R' U' R2 U' R U2 R' U R U' R2  (21f) 
R' U2 R' U' R' U2 R' U R2 U' R U R' U2 R U2 R' U R U' R2  (21f) 
R U2 R' U R' U R' U' R U2 R U' R' U R2 U R' U R U' R2  (21f) 
R U R U R U R2 U' R2 U' R2 U' R U2 R' U' R2 U R U' R2  (21f) 
R2 U2 R U2 R' U2 R' U R U R' U2 R U2 R' U' R2 U R U' R2  (21f) 
R U' R U R U R U' R2 U R' U2 R' U2 R' U2 R2 U R U' R2  (21f) 
R U2 R' U' R U' R U R' U R' U2 R' U' R' U R2 U R U' R2  (21f) 
R' U' R' U R2 U R U' R U2 R2 U R U' R' U' R2 U' R' U2 R2  (21f) 
R2 U2 R U R' U R2 U R' U R U' R' U2 R' U' R U' R' U2 R2  (21f) 
R U' R2 U' R' U R' U2 R U R' U2 R' U' R2 U' R U' R' U2 R2  (21f) 
R U' R U2 R U R2 U R' U' R2 U R' U R U2 R U' R' U2 R2  (21f) 
R' U2 R' U2 R' U R U2 R U' R2 U R2 U R U2 R U' R' U2 R2  (21f) 
R' U R' U' R2 U R U' R U' R' U' R U' R' U R' U2 R' U2 R2  (21f) 
R U' R U R2 U R U' R' U R' U2 R' U R' U' R2 U2 R' U2 R2  (21f) 
R2 U R' U R U' R U R U' R U' R' U2 R U R' U R' U2 R2  (21f) 
R U' R2 U' R' U2 R' U2 R U' R2 U' R' U R2 U R2 U R' U2 R2  (21f) 
R U2 R U R U' R' U2 R2 U' R U' R' U2 R' U R U R' U2 R2  (21f) 
R2 U' R U' R' U2 R2 U2 R' U' R U R' U R' U' R2 U' R2 U2 R2  (21f) 
R2 U R' U R2 U' R U R2 U' R2 U R2 U2 R' U R U2 R2 U2 R2  (21f) 
R U R2 U R' U2 R2 U R U2 R2 U' R2 U2 R2 U R2 U R2 U2 R2  (21f) 
R U R2 U R U' R' U2 R2 U' R U' R U2 R2 U2 R U' R U2 R2  (21f) 
R2 U' R U R2 U' R' U2 R U2 R' U R U R' U2 R' U2 R U2 R2  (21f) 
R2 U' R2 U' R U R U' R2 U R2 U' R' U2 R U R' U2 R U2 R2  (21f) 
R U' R U2 R U' R U R' U' R2 U' R' U R' U' R2 U2 R U2 R2  (21f) 
R2 U2 R' U' R U' R' U2 R' U' R U R' U R2 U R' U R U2 R2  (21f) 
R' U R2 U2 R2 U R' U R' U2 R2 U' R' U R U2 R U R U2 R2  (21f) 
R2 U R' U' R U R2 U R U R2 U R U2 R' U2 R U' R' U R2  (21f) 
R2 U R' U' R U2 R' U2 R U R2 U R U R2 U R U' R' U R2  (21f) 
R' U' R' U R2 U' R2 U' R U2 R2 U' R' U' R U2 R2 U2 R' U R2  (21f) 
R2 U R U2 R2 U2 R U' R U2 R' U R2 U2 R U' R' U R' U R2  (21f) 
R' U' R' U' R' U' R U R2 U' R2 U2 R U2 R' U2 R' U R' U R2  (21f) 
R2 U2 R2 U2 R U R' U2 R2 U R2 U' R2 U R U' R2 U R' U R2  (21f) 
R2 U2 R' U R' U R U2 R' U' R U' R U R U' R U R' U R2  (21f) 
R2 U' R' U R U R2 U2 R U R2 U' R2 U' R U2 R U' R2 U R2  (21f) 
R' U R U2 R2 U R2 U R' U' R U' R2 U' R U R U' R2 U R2  (21f) 
R' U' R' U' R' U' R U R2 U' R U' R U2 R U2 R' U2 R2 U R2  (21f) 
R' U R2 U2 R U2 R' U' R U' R' U' R U R2 U R' U R2 U R2  (21f) 
R' U' R U2 R2 U' R U' R2 U R U R U R U2 R2 U' R U R2  (21f) 
R U' R2 U R' U2 R2 U R U2 R' U2 R U R2 U R2 U' R U R2  (21f) 
R' U' R' U2 R U R' U R U2 R2 U R U2 R' U' R' U2 R U R2  (21f) 
R2 U R' U R' U' R U2 R2 U R' U2 R U' R U2 R2 U2 R U R2  (21f) 
R' U' R U' R' U R2 U R2 U R2 U2 R U' R' U' R2 U R U R2  (21f) 
R2 U' R' U R2 U2 R2 U' R' U' R U2 R U2 R' U2 R U R U R2  (21f) 
R' U' R' U R2 U' R2 U' R U R2 U R U R U2 R' U' R' U' R  (21f) 
R U R U R' U2 R' U2 R2 U R2 U' R2 U' R U' R U2 R' U' R  (21f) 
R U R U R' U2 R' U R' U R2 U R2 U' R2 U2 R U2 R' U' R  (21f) 
R' U R U2 R U2 R2 U' R2 U R2 U' R U R U2 R' U R' U' R  (21f) 
R2 U2 R' U R2 U R2 U R' U' R2 U' R U2 R' U2 R' U' R2 U' R  (21f) 
R2 U2 R' U' R U' R2 U' R' U2 R' U R U2 R' U R' U' R2 U' R  (21f) 
R U2 R U2 R U R2 U2 R2 U' R2 U' R U2 R' U' R U' R2 U' R  (21f) 
R' U' R2 U2 R' U' R U' R2 U2 R U R U2 R' U' R U' R2 U' R  (21f) 
R' U R2 U R' U' R2 U2 R U2 R U R2 U R' U' R U' R2 U' R  (21f) 
R U R2 U R2 U R2 U R U2 R U R' U' R' U2 R2 U2 R2 U' R  (21f) 
R2 U R U' R2 U R2 U R U2 R' U2 R U R2 U2 R' U R2 U' R  (21f) 
R2 U' R U' R U2 R' U' R U' R U' R' U2 R U2 R2 U R2 U' R  (21f) 
R2 U2 R U2 R2 U' R' U R' U' R2 U' R' U R U' R U2 R U' R  (21f) 
R2 U2 R' U' R U2 R U R' U R2 U' R' U R2 U R U2 R U' R  (21f) 
R2 U2 R' U2 R2 U' R' U R' U2 R' U R' U' R U R2 U R U' R  (21f) 
R2 U' R U R2 U2 R' U2 R' U2 R' U R2 U' R U R U R U' R  (21f) 
R' U' R2 U2 R' U' R U' R2 U R2 U R' U R U2 R' U' R' U2 R  (21f) 
R2 U' R U R2 U R' U' R' U2 R' U R' U R U' R U' R' U2 R  (21f) 
R U R U R U2 R' U R U2 R' U' R2 U R' U2 R' U2 R' U2 R  (21f) 
R' U R U2 R U' R2 U R U2 R2 U' R' U2 R' U' R2 U2 R' U2 R  (21f) 
R' U2 R U' R U R' U R2 U' R' U R2 U' R U' R' U R' U2 R  (21f) 
R' U' R U R U R' U' R2 U' R U' R U2 R' U2 R' U R' U2 R  (21f) 
R2 U' R U R' U R2 U R' U' R U2 R U' R' U R' U R' U2 R  (21f) 
R2 U' R U2 R U R' U R U2 R' U2 R2 U' R' U2 R' U' R2 U2 R  (21f) 
R2 U' R2 U' R' U' R2 U2 R' U R U' R2 U' R2 U R2 U2 R2 U2 R  (21f) 
R' U2 R' U R2 U' R' U2 R2 U' R U R' U R U2 R U2 R2 U2 R  (21f) 
R' U R2 U R' U' R' U2 R U' R2 U R' U' R U' R2 U R2 U2 R  (21f) 
R' U' R' U R2 U' R2 U' R U2 R' U' R' U2 R U R U R2 U2 R  (21f) 
R' U' R U' R' U R2 U R2 U R' U R U R2 U' R' U' R U2 R  (21f) 
R U R' U R U' R2 U2 R' U' R U2 R' U2 R' U2 R' U' R U2 R  (21f) 
R U R2 U' R2 U' R U2 R2 U' R2 U' R U' R' U R U' R U2 R  (21f) 
R U' R2 U' R U' R' U2 R U' R2 U' R2 U2 R2 U R U2 R U2 R  (21f) 
R2 U2 R' U R U R' U2 R' U' R U' R2 U2 R' U' R U R U2 R  (21f) 
R U R U' R2 U R2 U R' U' R' U' R U R' U' R' U' R' U R  (21f) 
R U R' U R U' R2 U' R2 U R U' R U R' U' R' U' R' U R  (21f) 
R' U' R U' R2 U R' U R U R U' R' U' R U' R2 U' R' U R  (21f) 
R' U' R' U' R U R U' R' U2 R2 U R' U' R U2 R2 U' R' U R  (21f) 
R' U' R' U2 R' U R U' R2 U2 R U R' U' R' U R2 U' R' U R  (21f) 
R U R' U' R' U' R' U R U' R U R2 U' R2 U' R U R' U R  (21f) 
R U2 R U' R' U2 R' U2 R' U2 R U' R' U2 R2 U' R U R' U R  (21f) 
R' U' R' U R2 U' R' U' R U' R' U2 R' U' R U' R U R' U R  (21f) 
R U2 R U' R U R' U' R U' R2 U' R2 U2 R U' R2 U' R2 U R  (21f) 
R' U' R U' R U R2 U2 R U R U2 R' U' R' U2 R2 U' R2 U R  (21f) 
R' U R U2 R' U2 R' U R' U2 R2 U' R' U2 R U2 R2 U' R2 U R  (21f) 
R2 U2 R2 U R2 U R2 U2 R2 U' R2 U2 R U R2 U2 R' U R2 U R  (21f) 
R' U2 R2 U2 R2 U' R U2 R U R U' R' U R U2 R2 U R2 U R  (21f) 
R2 U' R2 U' R U2 R2 U2 R' U R U' R U' R2 U R2 U R2 U R  (21f) 
R U' R2 U2 R2 U2 R' U' R' U R U2 R U R2 U R2 U R2 U R  (21f) 
R2 U2 R U' R U2 R2 U2 R U' R U' R2 U2 R' U' R U R2 U R  (21f) 
R U R U' R U2 R' U2 R' U' R U' R U R U' R' U' R U R  (21f) 
R U R U R' U R U2 R U2 R' U R U R U' R' U' R U R  (21f) 
R' U' R' U' R' U' R' U' R' U R U R U' R2 U' R2 U' R U R  (21f) 
R' U' R U R U R U' R' U' R' U' R' U R2 U' R2 U' R U R  (21f) 
R U R' U' R' U' R' U R U' R' U' R' U R2 U R2 U' R U R  (21f) 
R U R U' R' U' R U R U' R U' R' U2 R' U2 R U' R U R  (21f) 
R U R U R' U' R' U' R U2 R U2 R U' R' U' R' U R U R  (21f) 
R U' R' U2 R U' R U' R2 U' R2 U R2 U2 R' U2 R' U R U R  (21f) 
R U' R' U2 R U2 R2 U' R2 U R2 U R' U R' U2 R' U R U R  (21f) 
R U R U' R' U' R U R U R' U2 R U2 R U R' U R U R  (21f) 
R' U' R' U R2 U' R2 U R' U' R' U R U R U R' U R U R  (21f) 
R' U' R' U R' U' R U R U R2 U2 R' U' R U2 R2 U R U R  (21f) 
R U2 R' U2 R' U2 R' U R2 U' R' U2 R U R' U2 R U R U R  (21f) 
R2 U' R U R2 U' R' U2 R U' R2 U' R2 U' R2 U R U R U R  (21f) 
R U R' U2 R2 U R' U R U' R2 U' R' U' R U R' U' R' U' R' U'  (22f) 
R' U' R2 U' R2 U2 R' U R2 U R' U' R' U R2 U' R U' R' U' R' U'  (22f) 
R2 U2 R' U' R U' R2 U' R2 U R U R2 U' R2 U R U2 R' U' R' U'  (22f) 
R' U R U2 R' U2 R U R U2 R' U2 R' U R' U' R2 U R' U' R' U'  (22f) 
R2 U2 R U2 R' U R' U2 R U' R U2 R2 U2 R' U R' U' R U' R' U'  (22f) 
R2 U2 R' U2 R' U R' U R U' R U2 R2 U2 R' U R' U2 R U' R' U'  (22f) 
R2 U' R' U' R2 U' R U2 R U R' U' R U' R' U R2 U2 R U' R' U'  (22f) 
R' U' R2 U R U R' U' R U R' U2 R' U' R' U R2 U2 R' U2 R' U'  (22f) 
R U R U R' U R2 U R' U2 R U' R2 U' R2 U' R' U R' U2 R' U'  (22f) 
R U R2 U' R2 U' R U2 R' U R2 U R' U R U' R' U R' U2 R' U'  (22f) 
R U R U R2 U' R2 U R' U R U' R U' R' U2 R' U' R2 U2 R' U'  (22f) 
R U R' U R' U R U' R U2 R' U2 R U R' U2 R' U' R2 U2 R' U'  (22f) 
R' U' R' U R2 U2 R2 U' R' U R2 U' R2 U2 R2 U R' U R2 U2 R' U'  (22f) 
R' U2 R U2 R U' R' U2 R' U R2 U' R' U R' U R U' R U2 R' U'  (22f) 
R U R' U2 R' U' R2 U' R U R2 U' R2 U R' U R U' R U2 R' U'  (22f) 
R U2 R U R U R' U' R U R2 U2 R2 U' R U' R' U R U2 R' U'  (22f) 
R' U2 R2 U2 R2 U2 R' U R' U' R U R U2 R U' R' U R U2 R' U'  (22f) 
R U2 R2 U2 R2 U2 R U R' U' R U R U2 R U' R' U R U2 R' U'  (22f) 
R U R U R' U' R U R U R2 U' R' U R' U2 R' U R U2 R' U'  (22f) 
R' U' R U' R U R' U R U2 R' U' R' U R2 U R' U R U2 R' U'  (22f) 
R2 U2 R' U' R2 U2 R' U R' U2 R' U2 R U' R2 U2 R U R U2 R' U'  (22f) 
